"NOM","SIGLE"
"BUFFANDEAU","BFFND"
"BUFFARAL","BFFRL"
"BUFFARD","BFFRD"
"BUFFARD-MORET","BFFRD-MRT"
"BUFFARDEL","BFFRDL"
"BUFFARIA","BFFR"
"BUFFAROT","BFFRT"
"BUFFART","BFFRT"
"BUFFAT","BFFT"
"BUFFAUD","BFFD"
"BUFFAULT","BFFLT"
"BUFFAUMENE","BFFMN"
"BUFFAUT","BFFT"
"BUFFAVAND","BFFVND"
"BUFFAY","BFF"
"BUFFAZ","BFFZ"
"BUFFE","BFF"
"BUFFEL","BFFL"
"BUFFELARD","BFFLRD"
"BUFFELLO","BFFLL"
"BUFFENIE","BFFN"
"BUFFENOIR","BFFNR"
"BUFFERAND","BFFRND"
"BUFFEREAU","BFFR"
"BUFFERNE","BFFRN"
"BUFFET","BFFT"
"BUFFET-CROIX-BLANCHE","BFFT-CRX-BLNCH"
"BUFFETAUD","BFFTD"
"BUFFETAUT","BFFTT"
"BUFFETEAU","BFFT"
"BUFFETRILLE","BFFTRLL"
"BUFFEVANT","BFFVNT"
"BUFFI","BFF"
"BUFFIER","BFFR"
"BUFFIERE","BFFR"
"BUFFIERES","BFFRS"
"BUFFIGNANI","BFFGNN"
"BUFFILLE","BFFLL"
"BUFFIN","BFFN"
"BUFFLE","BFFL"
"BUFFLER","BFFLR"
"BUFFLIER","BFFLR"
"BUFFNOIR","BFFNR"
"BUFFO","BFF"
"BUFFON","BFFN"
"BUFFONE","BFFN"
"BUFFONI","BFFN"
"BUFFRY","BFFR"
"BUFFY","BFF"
"BUFI","BF"
"BUFKENS","BFKNS"
"BUFNOIR","BFNR"
"BUFORN","BFRN"
"BUFQUIN","BFQN"
"BUG","BG"
"BUGADA","BGD"
"BUGAJ","BGJ"
"BUGAJEWSKI","BGJWSK"
"BUGAJNY","BGJN"
"BUGAJSKI","BGJSK"
"BUGALSKI","BGLSK"
"BUGAND","BGND"
"BUGAND-BUGANDET","BGND-BGNDT"
"BUGANZA","BGNZ"
"BUGARD","BGRD"
"BUGAREL","BGRL"
"BUGARET","BGRT"
"BUGAT","BGT"
"BUGAUD","BGD"
"BUGAULT","BGLT"
"BUGAUT","BGT"
"BUGDAY","BGD"
"BUGE","BG"
"BUGEANT","BGNT"
"BUGEARD","BGRD"
"BUGEAT","BGT"
"BUGEAU","BG"
"BUGEAUD","BGD"
"BUGEIA","BG"
"BUGEJA","BGJ"
"BUGEL","BGL"
"BUGELLI","BGLL"
"BUGENNE","BGNN"
"BUGEON","BGN"
"BUGES","BGS"
"BUGET","BGT"
"BUGETTE","BGTT"
"BUGEY","BG"
"BUGGEA","BGG"
"BUGGIA","BGG"
"BUGGIANI","BGGN"
"BUGGIN","BGGN"
"BUGHIN","BGHN"
"BUGIA","BG"
"BUGIER","BGR"
"BUGIS","BGS"
"BUGLET","BGLT"
"BUGLI","BGL"
"BUGLIANI","BGLN"
"BUGMANN","BGMNN"
"BUGNA","BGN"
"BUGNAND","BGNND"
"BUGNARD","BGNRD"
"BUGNAS","BGNS"
"BUGNAZET","BGNZT"
"BUGNER","BGNR"
"BUGNET","BGNT"
"BUGNI","BGN"
"BUGNICOURT","BGNCRT"
"BUGNION","BGNN"
"BUGNIOT","BGNT"
"BUGNOD","BGND"
"BUGNOLI","BGNL"
"BUGNON","BGNN"
"BUGNON-MURYS","BGNN-MRS"
"BUGNONE","BGNN"
"BUGNOT","BGNT"
"BUGNY","BGN"
"BUGNY-BRAILLY","BGN-BRLL"
"BUGOT","BGT"
"BUGUEL","BGL"
"BUGUELLOU","BGLL"
"BUGUET","BGT"
"BUGUIN","BGN"
"BUHA","BH"
"BUHAGIAR","BHGR"
"BUHAN","BHN"
"BUHANNIC","BHNNC"
"BUHANT","BHNT"
"BUHART","BHRT"
"BUHE","BH"
"BUHERNE","BHRN"
"BUHL","BHL"
"BUHLER","BHLR"
"BUHLMANN","BHLMNN"
"BUHNER","BHNR"
"BUHON","BHN"
"BUHOT","BHT"
"BUHOT-LAUNAY","BHT-LN"
"BUHOUR","BHR"
"BUHOURS","BHRS"
"BUHR","BHR"
"BUHREL","BHRL"
"BUHRER","BHRR"
"BUHRY","BHR"
"BUI","B"
"BUI VAN","B VN"
"BUIA","B"
"BUIATTI","BTT"
"BUICHE","BCH"
"BUIDIN","BDN"
"BUIGNET","BGNT"
"BUIGUES","BGS"
"BUIGUEZ","BGZ"
"BUIL","BL"
"BUILLAS","BLLS"
"BUILLES","BLLS"
"BUILLET","BLLT"
"BUILS","BLS"
"BUIN","BN"
"BUINEAU","BN"
"BUINIER","BNR"
"BUINO","BN"
"BUINOUD","BND"
"BUIRA","BR"
"BUIRE","BR"
"BUIRET","BRT"
"BUIRET-MONTAGNY","BRT-MNTGN"
"BUIRETTE","BRTT"
"BUIREY","BR"
"BUIRON","BRN"
"BUIS","BS"
"BUISAN","BSN"
"BUISARD","BSRD"
"BUISINE","BSN"
"BUISSAN","BSSN"
"BUISSARD","BSSRD"
"BUISSART","BSSRT"
"BUISSE","BSS"
"BUISSERET","BSSRT"
"BUISSERETH","BSSRTH"
"BUISSET","BSST"
"BUISSETTE","BSSTT"
"BUISSEZ","BSSZ"
"BUISSIER","BSSR"
"BUISSIERE","BSSR"
"BUISSON","BSSN"
"BUISSON DE LARICHAUDY","BSSN D LRCHD"
"BUISSON-BERTRAND","BSSN-BRTRND"
"BUISSON-CHAVOT","BSSN-CHVT"
"BUISSON-DEBON","BSSN-DBN"
"BUISSON-SIMON","BSSN-SMN"
"BUISSONNEAU","BSSNN"
"BUISSONNEAUD","BSSNND"
"BUISSONNET","BSSNNT"
"BUISSONNIER","BSSNNR"
"BUISSONNIERE","BSSNNR"
"BUISSYNE","BSSN"
"BUIT","BT"
"BUITRAGO","BTRG"
"BUIX","BX"
"BUIZARD","BZRD"
"BUIZZA","BZZ"
"BUJ","BJ"
"BUJADOUX","BJDX"
"BUJAK","BJK"
"BUJAKIEWICZ","BJKWCZ"
"BUJALDON","BJLDN"
"BUJAN","BJN"
"BUJARD","BJRD"
"BUJAS","BJS"
"BUJAT","BJT"
"BUJAUD","BJD"
"BUJEAU","BJ"
"BUJEAUD","BJD"
"BUJOLI","BJL"
"BUJON","BJN"
"BUJOSA","BJS"
"BUKALA","BKL"
"BUKIN","BKN"
"BUKOVAC","BKVC"
"BUKOVEC","BKVC"
"BUKOWIECKI","BKWCK"
"BUKOWSKI","BKWSK"
"BUKWA","BKW"
"BUKWALD","BKWLD"
"BUL","BL"
"BULA","BL"
"BULABOIS","BLBS"
"BULACH","BLCH"
"BULAN","BLN"
"BULAND","BLND"
"BULANGER","BLNGR"
"BULANT","BLNT"
"BULARD","BLRD"
"BULART","BLRT"
"BULAT","BLT"
"BULBER","BLBR"
"BULBUL","BLBL"
"BULCKAEN","BLCKN"
"BULCKAERT","BLCKRT"
"BULCKE","BLCK"
"BULCOURT","BLCRT"
"BULDOR","BLDR"
"BULDUK","BLDK"
"BULENGER","BLNGR"
"BULENS","BLNS"
"BULEON","BLN"
"BULET","BLT"
"BULETE","BLT"
"BULEUX","BLX"
"BULFAY","BLF"
"BULFON","BLFN"
"BULFONE","BLFN"
"BULFONI","BLFN"
"BULGARE","BLGR"
"BULGARELLI","BLGRLL"
"BULGHERONI","BLGHRN"
"BULIAN","BLN"
"BULIARD","BLRD"
"BULIDON","BLDN"
"BULIN","BLN"
"BULINGE","BLNG"
"BULINSKI","BLNSK"
"BULION","BLN"
"BULIT","BLT"
"BULKA","BLK"
"BULL","BLL"
"BULLA","BLL"
"BULLAN","BLLN"
"BULLANT","BLLNT"
"BULLARD","BLLRD"
"BULLAT","BLLT"
"BULLE","BLL"
"BULLEGAS","BLLGS"
"BULLENGER","BLLNGR"
"BULLER","BLLR"
"BULLET","BLLT"
"BULLETEAU","BLLT"
"BULLEUX","BLLX"
"BULLIARD","BLLRD"
"BULLIAT","BLLT"
"BULLICH","BLLCH"
"BULLIER","BLLR"
"BULLIFFON","BLLFFN"
"BULLINGER","BLLNGR"
"BULLIOD","BLLD"
"BULLION","BLLN"
"BULLIOT","BLLT"
"BULLMANN","BLLMNN"
"BULLO","BLL"
"BULLOCK","BLLCK"
"BULLOT","BLLT"
"BULLOU","BLL"
"BULLOZ","BLLZ"
"BULLY","BLL"
"BULME","BLM"
"BULOIS","BLS"
"BULON","BLN"
"BULONE","BLN"
"BULOT","BLT"
"BULOU","BL"
"BULOUP","BLP"
"BULOURDE","BLRD"
"BULOW","BLW"
"BULTE","BLT"
"BULTEAU","BLT"
"BULTEAUX","BLTX"
"BULTEEL","BLTL"
"BULTEL","BLTL"
"BULTELLE","BLTLL"
"BULTET","BLTT"
"BULTEY","BLT"
"BULTEZ","BLTZ"
"BULTHE","BLTH"
"BULTHEEL","BLTHL"
"BULTIAU","BLT"
"BULTIEAUX","BLTX"
"BULTINCK","BLTNCK"
"BULTINGAIRE","BLTNGR"
"BULTOR","BLTR"
"BULTOT","BLTT"
"BULTYNCK","BLTNCK"
"BULUT","BLT"
"BULVER","BLVR"
"BULVESTRE","BLVSTR"
"BULZOMI","BLZM"
"BUMANN","BMNN"
"BUMAT","BMT"
"BUMB","BMB"
"BUMBIELER","BMBLR"
"BUMBOLO","BMBL"
"BUMENN","BMNN"
"BUMMER","BMMR"
"BUMSEL","BMSL"
"BUN","BN"
"BUNA","BN"
"BUNALES","BNLS"
"BUNAND","BNND"
"BUNARD","BNRD"
"BUNAS","BNS"
"BUNAUX","BNX"
"BUNCH","BNCH"
"BUND","BND"
"BUNDHOO","BNDH"
"BUNDY","BND"
"BUNEAU","BN"
"BUNEAUX","BNX"
"BUNEL","BNL"
"BUNELIER","BNLR"
"BUNELLE","BNLL"
"BUNES","BNS"
"BUNET","BNT"
"BUNGE","BNG"
"BUNGER","BNGR"
"BUNGERT","BNGRT"
"BUNIAS","BNS"
"BUNIAZET","BNZT"
"BUNICHON","BNCHN"
"BUNICOURT","BNCRT"
"BUNIET","BNT"
"BUNINO","BNN"
"BUNISSET","BNSST"
"BUNLE","BNL"
"BUNLET","BNLT"
"BUNLON","BNLN"
"BUNNENS","BNNNS"
"BUNNER","BNNR"
"BUNO","BN"
"BUNOD","BND"
"BUNODIERE","BNDR"
"BUNOT","BNT"
"BUNOU","BN"
"BUNOUF","BNF"
"BUNOUST","BNST"
"BUNOUT","BNT"
"BUNOUX","BNX"
"BUNOZ","BNZ"
"BUNS","BNS"
"BUNTSCHU","BNTSCH"
"BUNTZ","BNTZ"
"BUNUEL","BNL"
"BUNY","BN"
"BUNZ","BNZ"
"BUNZLI","BNZL"
"BUOB","BB"
"BUOL","BL"
"BUON","BN"
"BUONACCORSI","BNCCRS"
"BUONAGURIO","BNGR"
"BUONALANA","BNLN"
"BUONANNO","BNNN"
"BUONCRISTIANI","BNCRSTN"
"BUONEMANI","BNMN"
"BUONGIORNO","BNGRN"
"BUONO","BN"
"BUONOCORE","BNCR"
"BUONOMANO","BNMN"
"BUONOMO","BNM"
"BUONVINO","BNVN"
"BUORD","BRD"
"BUORO","BR"
"BUORS","BRS"
"BUOSI","BS"
"BUOT","BT"
"BUOT DE L EPINE","BT D L PN"
"BUOU","B"
"BUPTO","BPT"
"BUQLIER","BQLR"
"BUQUANT","BQNT"
"BUQUEN","BQN"
"BUQUET","BQT"
"BUQUIN","BQN"
"BUQUOI","BQ"
"BUQUOY","BQ"
"BUR","BR"
"BURA","BR"
"BURAC","BRC"
"BURAGLIO","BRGL"
"BURAH","BRH"
"BURAIS","BRS"
"BURAIT","BRT"
"BURAK","BRK"
"BURALI","BRL"
"BURALLI","BRLL"
"BURAN","BRN"
"BURAND","BRND"
"BURAND-CHAMPION","BRND-CHMPN"
"BURANDE","BRND"
"BURANELLO","BRNLL"
"BURANI","BRN"
"BURARD","BRRD"
"BURAS","BRS"
"BURASCHI","BRSCH"
"BURAT","BRT"
"BURATI","BRT"
"BURATO","BRT"
"BURATTI","BRTT"
"BURATTINI","BRTTN"
"BURATTO","BRTT"
"BURAUD","BRD"
"BURAULT","BRLT"
"BURAUX","BRX"
"BURAVAND","BRVND"
"BURAVANT","BRVNT"
"BURAY","BR"
"BURBA","BRB"
"BURBACH","BRBCH"
"BURBAIL","BRBL"
"BURBAN","BRBN"
"BURBANT","BRBNT"
"BURBAUD","BRBD"
"BURBEAU","BRB"
"BURBURE","BRBR"
"BURC","BRC"
"BURCEAUX","BRCX"
"BURCET","BRCT"
"BURCEY","BRC"
"BURCEZ","BRCZ"
"BURCH","BRCH"
"BURCHI","BRCH"
"BURCIER","BRCR"
"BURCK","BRCK"
"BURCKARD","BRCKRD"
"BURCKBUCHLER","BRCKBCHLR"
"BURCKEL","BRCKL"
"BURCKENSTOCK","BRCKNSTCK"
"BURCKER","BRCKR"
"BURCKERT","BRCKRT"
"BURCKHARD","BRCKHRD"
"BURCKHARDT","BRCKHRDT"
"BURCKHART","BRCKHRT"
"BURCKLE","BRCKL"
"BURCKLEN","BRCKLN"
"BURCON","BRCN"
"BURCZYKOWSKI","BRCZKWSK"
"BURDA","BRD"
"BURDAIRON","BRDRN"
"BURDAJEWICZ","BRDJWCZ"
"BURDALLET","BRDLLT"
"BURDALSKI","BRDLSK"
"BURDEAU","BRD"
"BURDEL","BRDL"
"BURDESE","BRDS"
"BURDET","BRDT"
"BURDEYRON","BRDRN"
"BURDIAT","BRDT"
"BURDILLAT","BRDLLT"
"BURDIN","BRDN"
"BURDINAT","BRDNT"
"BURDINO","BRDN"
"BURDLOFF","BRDLFF"
"BURDO","BRD"
"BURDON","BRDN"
"BURDUCHE","BRDCH"
"BURDY","BRD"
"BURDZY","BRDZ"
"BURE","BR"
"BUREAU","BR"
"BUREAU DU COLOMBIER","BR D CLMBR"
"BUREAUD","BRD"
"BUREAUX","BRX"
"BUREK","BRK"
"BUREL","BRL"
"BURELIER","BRLR"
"BURELLE","BRLL"
"BURELLER","BRLLR"
"BURELLI","BRLL"
"BURELLIER","BRLLR"
"BURELLO","BRLL"
"BURELOU","BRL"
"BURELOUT","BRLT"
"BURELOUX","BRLX"
"BUREN","BRN"
"BURENS","BRNS"
"BURES","BRS"
"BURESI","BRS"
"BURET","BRT"
"BURETEY","BRT"
"BURETH","BRTH"
"BURETTE","BRTT"
"BUREU","BR"
"BUREY","BR"
"BURFIN","BRFN"
"BURG","BRG"
"BURGADA","BRGD"
"BURGADE","BRGD"
"BURGAENTZLEN","BRGNTZLN"
"BURGAGNI","BRGGN"
"BURGAIN","BRGN"
"BURGAL-BEGUIN","BRGL-BGN"
"BURGALAT","BRGLT"
"BURGALIERES","BRGLRS"
"BURGAN","BRGN"
"BURGARD","BRGRD"
"BURGARELLA","BRGRLL"
"BURGART","BRGRT"
"BURGASSI","BRGSS"
"BURGAT","BRGT"
"BURGAT-CHARVILLON","BRGT-CHRVLLN"
"BURGATHA","BRGTH"
"BURGATT","BRGTT"
"BURGAUD","BRGD"
"BURGAUDEAU","BRGD"
"BURGAULT","BRGLT"
"BURGE","BRG"
"BURGEAT","BRGT"
"BURGEAUD","BRGD"
"BURGEL","BRGL"
"BURGELIN","BRGLN"
"BURGEOT","BRGT"
"BURGER","BRGR"
"BURGERMEISTER","BRGRMSTR"
"BURGERT","BRGRT"
"BURGES","BRGS"
"BURGESS","BRGSS"
"BURGET","BRGT"
"BURGEVIN","BRGVN"
"BURGEY","BRG"
"BURGGRAEVE","BRGGRV"
"BURGGRAF","BRGGRF"
"BURGHARD","BRGHRD"
"BURGHARDT","BRGHRDT"
"BURGHART","BRGHRT"
"BURGHELLE","BRGHLL"
"BURGHGRAEVE","BRGHGRV"
"BURGHO","BRGH"
"BURGHOFFER","BRGHFFR"
"BURGHOLZER","BRGHLZR"
"BURGI","BRG"
"BURGIARD","BRGRD"
"BURGIN","BRGN"
"BURGIO","BRG"
"BURGLE","BRGL"
"BURGLEN","BRGLN"
"BURGLIN","BRGLN"
"BURGMANN","BRGMNN"
"BURGMEIER","BRGMR"
"BURGNARD","BRGNRD"
"BURGNIARD","BRGNRD"
"BURGNIES","BRGNS"
"BURGO","BRG"
"BURGOD","BRGD"
"BURGOD-DERRIER","BRGD-DRRR"
"BURGONI","BRGN"
"BURGOS","BRGS"
"BURGOT","BRGT"
"BURGRAEVE","BRGRV"
"BURGSTAHLER","BRGSTHLR"
"BURGUBURU","BRGBR"
"BURGUE","BRG"
"BURGUERA","BRGR"
"BURGUERE","BRGR"
"BURGUES","BRGS"
"BURGUET","BRGT"
"BURGUETE","BRGT"
"BURGUEZ","BRGZ"
"BURGUIERE","BRGR"
"BURGUIEU","BRG"
"BURGUIN","BRGN"
"BURGUION","BRGN"
"BURGUN","BRGN"
"BURGUND","BRGND"
"BURGUNDER","BRGNDR"
"BURGUNTER","BRGNTR"
"BURGUY","BRG"
"BURGY","BRG"
"BURI","BR"
"BURIAN","BRN"
"BURIANE","BRN"
"BURIANNE","BRNN"
"BURIAS","BRS"
"BURIAU","BR"
"BURICAND","BRCND"
"BURIDAN","BRDN"
"BURIDANT","BRDNT"
"BURIDARD","BRDRD"
"BURIDENT","BRDNT"
"BURIDON","BRDN"
"BURIE","BR"
"BURIER","BRR"
"BURIETZ","BRTZ"
"BURIEZ","BRZ"
"BURIGANA","BRGN"
"BURIGNAT","BRGNT"
"BURIGO","BRG"
"BURILLARD","BRLLRD"
"BURILLE","BRLL"
"BURILLER","BRLLR"
"BURILLIER","BRLLR"
"BURILLO","BRLL"
"BURILLON","BRLLN"
"BURIN","BRN"
"BURIN DES ROZIERS","BRN DS RZRS"
"BURINE","BRN"
"BURING","BRNG"
"BURINI","BRN"
"BURION","BRN"
"BURIOT","BRT"
"BURJADE","BRJD"
"BURK","BRK"
"BURKARD","BRKRD"
"BURKARDT","BRKRDT"
"BURKART","BRKRT"
"BURKARTH","BRKRTH"
"BURKE","BRK"
"BURKEL","BRKL"
"BURKHALTER","BRKHLTR"
"BURKHARD","BRKHRD"
"BURKHARDT","BRKHRDT"
"BURKHART","BRKHRT"
"BURKI","BRK"
"BURKLE","BRKL"
"BURKLER","BRKLR"
"BURKMANN","BRKMNN"
"BURLA","BRL"
"BURLAC","BRLC"
"BURLAN","BRLN"
"BURLAND","BRLND"
"BURLANDO","BRLND"
"BURLANDY","BRLND"
"BURLAT","BRLT"
"BURLATS","BRLTS"
"BURLAUD","BRLD"
"BURLAUT","BRLT"
"BURLE","BRL"
"BURLEN","BRLN"
"BURLERAUX","BRLRX"
"BURLEREAUX","BRLRX"
"BURLES","BRLS"
"BURLET","BRLT"
"BURLET-PARENDEL","BRLT-PRNDL"
"BURLETT","BRLTT"
"BURLIER","BRLR"
"BURLIGA","BRLG"
"BURLIN","BRLN"
"BURLINCHON","BRLNCHN"
"BURLION","BRLN"
"BURLON","BRLN"
"BURLOT","BRLT"
"BURLOTTO","BRLTT"
"BURLOUX","BRLX"
"BURLURAUX","BRLRX"
"BURLUT","BRLT"
"BURMANN","BRMNN"
"BURMER","BRMR"
"BURN","BRN"
"BURNAND","BRNND"
"BURNAT","BRNT"
"BURNAUD","BRND"
"BURNAY","BRN"
"BURNAZ","BRNZ"
"BURNEAU","BRN"
"BURNEGAT","BRNGT"
"BURNEL","BRNL"
"BURNELEAU","BRNL"
"BURNENS","BRNNS"
"BURNER","BRNR"
"BURNET","BRNT"
"BURNET-MERLIN","BRNT-MRLN"
"BURNETT","BRNTT"
"BURNEY","BRN"
"BURNIAUX","BRNX"
"BURNICHON","BRNCHN"
"BURNIER","BRNR"
"BURNIER-DECHON","BRNR-DCHN"
"BURNIER-FRAMBORET","BRNR-FRMBRT"
"BURNOD","BRND"
"BURNOL","BRNL"
"BURNOT","BRNT"
"BURNOTTE","BRNTT"
"BURNOUD","BRND"
"BURNOUF","BRNF"
"BURNS","BRNS"
"BURNY","BRN"
"BURO","BR"
"BUROCHAIN","BRCHN"
"BURON","BRN"
"BURONFOSSE","BRNFSS"
"BURONI","BRN"
"BUROS","BRS"
"BUROSSE","BRSS"
"BUROT","BRT"
"BUROT DE CARCOUET","BRT D CRCT"
"BUROU","BR"
"BURQ","BRQ"
"BURQUIER","BRQR"
"BURR","BRR"
"BURREL","BRRL"
"BURRELL","BRRLL"
"BURREN","BRRN"
"BURRER","BRRR"
"BURRET","BRRT"
"BURRI","BRR"
"BURRIAND","BRRND"
"BURRIAT","BRRT"
"BURRIEL","BRRL"
"BURRIER","BRRR"
"BURRIEZ","BRRZ"
"BURRO","BRR"
"BURRONI","BRRN"
"BURRUS","BRRS"
"BURRY","BRR"
"BURS","BRS"
"BURSACCHI","BRSCCH"
"BURSACHI","BRSCH"
"BURSI","BRS"
"BURSIN","BRSN"
"BURSON","BRSN"
"BURST","BRST"
"BURSTERT","BRSTRT"
"BURSTIN","BRSTN"
"BURSZTYN","BRSZTN"
"BURT","BRT"
"BURTAIRE","BRTR"
"BURTARD","BRTRD"
"BURTART","BRTRT"
"BURTAUX","BRTX"
"BURTE","BRT"
"BURTEAUX","BRTX"
"BURTEL","BRTL"
"BURTET","BRTT"
"BURTEY","BRT"
"BURTEZ","BRTZ"
"BURTHE","BRTH"
"BURTHERE","BRTHR"
"BURTHERET","BRTHRT"
"BURTHEY","BRTH"
"BURTHIER","BRTHR"
"BURTIER","BRTR"
"BURTILLET","BRTLLT"
"BURTIN","BRTN"
"BURTON","BRTN"
"BURTONT","BRTNT"
"BURTSCHELL","BRTSCHLL"
"BURTSCHER","BRTSCHR"
"BURTSCHY","BRTSCH"
"BURTY","BRT"
"BURTZ","BRTZ"
"BURUCOA","BRC"
"BURVELLE","BRVLL"
"BURVENIQUE","BRVNQ"
"BURVINGT","BRVNGT"
"BURY","BR"
"BURYLO","BRL"
"BURZAWA","BRZW"
"BURZI","BRZ"
"BURZIO","BRZ"
"BURZYNSKI","BRZNSK"
"BUS","BS"
"BUSA","BS"
"BUSALB","BSLB"
"BUSAM","BSM"
"BUSANA","BSN"
"BUSARELLO","BSRLL"
"BUSATA","BST"
"BUSATO","BST"
"BUSATTA","BSTT"
"BUSATTO","BSTT"
"BUSBY","BSB"
"BUSCA","BSC"
"BUSCAGLIA","BSCGL"
"BUSCAIL","BSCL"
"BUSCAILL","BSCLL"
"BUSCAINO","BSCN"
"BUSCARINI","BSCRN"
"BUSCARLET","BSCRLT"
"BUSCATO","BSCT"
"BUSCAYLET","BSCLT"
"BUSCAYRET","BSCRT"
"BUSCEMA","BSCM"
"BUSCEMI","BSCM"
"BUSCETTI","BSCTT"
"BUSCH","BSCH"
"BUSCHARD","BSCHRD"
"BUSCHAUD","BSCHD"
"BUSCHE","BSCH"
"BUSCHEL","BSCHL"
"BUSCHENRIEDER","BSCHNRDR"
"BUSCHI","BSCH"
"BUSCHIAZZO","BSCHZZ"
"BUSCHINI","BSCHN"
"BUSCHMANN","BSCHMNN"
"BUSCOT","BSCT"
"BUSCOZ","BSCZ"
"BUSE","BS"
"BUSEINE","BSN"
"BUSELIN","BSLN"
"BUSELLI","BSLL"
"BUSENIERS","BSNRS"
"BUSER","BSR"
"BUSETTI","BSTT"
"BUSETTO","BSTT"
"BUSEYNE","BSN"
"BUSH","BSH"
"BUSI","BS"
"BUSIAU","BS"
"BUSIAUX","BSX"
"BUSIER","BSR"
"BUSIERE","BSR"
"BUSIGNIES","BSGNS"
"BUSIGNY","BSGN"
"BUSILLET","BSLLT"
"BUSIN","BSN"
"BUSINARO","BSNR"
"BUSINE","BSN"
"BUSIRIS","BSRS"
"BUSK","BSK"
"BUSMEY","BSM"
"BUSNEL","BSNL"
"BUSNOT","BSNT"
"BUSNOUF","BSNF"
"BUSNOULT","BSNLT"
"BUSO","BS"
"BUSOLIN","BSLN"
"BUSOLINI","BSLN"
"BUSON","BSN"
"BUSONERA","BSNR"
"BUSONI","BSN"
"BUSONT","BSNT"
"BUSQUANT","BSQNT"
"BUSQUE","BSQ"
"BUSQUERE","BSQR"
"BUSQUET","BSQT"
"BUSQUETS","BSQTS"
"BUSS","BSS"
"BUSSAC","BSSC"
"BUSSAGLIA","BSSGL"
"BUSSANDRI","BSSNDR"
"BUSSARD","BSSRD"
"BUSSAT","BSST"
"BUSSCHAERT","BSSCHRT"
"BUSSCHOTS","BSSCHTS"
"BUSSE","BSS"
"BUSSEAU","BSS"
"BUSSELET","BSSLT"
"BUSSELEZ","BSSLZ"
"BUSSELIER","BSSLR"
"BUSSELOT","BSSLT"
"BUSSEMEY","BSSM"
"BUSSENAUD","BSSND"
"BUSSENAULT","BSSNLT"
"BUSSENEAU","BSSN"
"BUSSENOT","BSSNT"
"BUSSER","BSSR"
"BUSSEREAU","BSSR"
"BUSSERET","BSSRT"
"BUSSEROL","BSSRL"
"BUSSEROLLE","BSSRLL"
"BUSSEROLLES","BSSRLLS"
"BUSSERON","BSSRN"
"BUSSERY","BSSR"
"BUSSET","BSST"
"BUSSETTA","BSSTT"
"BUSSEUIL","BSSL"
"BUSSEZ","BSSZ"
"BUSSI","BSS"
"BUSSIAN","BSSN"
"BUSSIENNE","BSSNN"
"BUSSIER","BSSR"
"BUSSIERE","BSSR"
"BUSSIERE DE NERCY DE VESTU","BSSR D NRC D VST"
"BUSSIERES","BSSRS"
"BUSSIGNIES","BSSGNS"
"BUSSILLET","BSSLLT"
"BUSSINET","BSSNT"
"BUSSING","BSSNG"
"BUSSINGER","BSSNGR"
"BUSSMANN","BSSMNN"
"BUSSO","BSS"
"BUSSOD","BSSD"
"BUSSOLIN","BSSLN"
"BUSSON","BSSN"
"BUSSONE","BSSN"
"BUSSONNAIS","BSSNNS"
"BUSSONNET","BSSNNT"
"BUSSONNIERE","BSSNNR"
"BUSSOT","BSST"
"BUSSU","BSS"
"BUSSUTIL","BSSTL"
"BUSSUTTIL","BSSTTL"
"BUSSY","BSS"
"BUSTAMANTE","BSTMNT"
"BUSTAMENTE","BSTMNT"
"BUSTANOBY","BSTNB"
"BUSTARRET","BSTRRT"
"BUSTEAU","BST"
"BUSTI","BST"
"BUSTILLO","BSTLL"
"BUSTIN","BSTN"
"BUSTINGORRY","BSTNGRR"
"BUSTO","BST"
"BUSTON","BSTN"
"BUSTORI","BSTR"
"BUSTOS","BSTS"
"BUSTREAU","BSTR"
"BUSTREEL","BSTRL"
"BUSUTTIL","BSTTL"
"BUSVELLE","BSVLL"
"BUSY","BS"
"BUT","BT"
"BUTAEYE","BT"
"BUTANT","BTNT"
"BUTARD","BTRD"
"BUTAT","BTT"
"BUTAUD","BTD"
"BUTAULT","BTLT"
"BUTAUX","BTX"
"BUTAVAND","BTVND"
"BUTAVANT","BTVNT"
"BUTAYE","BT"
"BUTCHER","BTCHR"
"BUTCHLE","BTCHL"
"BUTE","BT"
"BUTEAU","BT"
"BUTEAUD","BTD"
"BUTEAULT","BTLT"
"BUTEAUX","BTX"
"BUTEL","BTL"
"BUTELET","BTLT"
"BUTELLE","BTLL"
"BUTELLI","BTLL"
"BUTEMPS","BTMPS"
"BUTERA","BTR"
"BUTERI","BTR"
"BUTET","BTT"
"BUTEUX","BTX"
"BUTEY","BT"
"BUTEZ","BTZ"
"BUTHAUD","BTHD"
"BUTHEAU","BTH"
"BUTHIAU","BTH"
"BUTHIAUX","BTHX"
"BUTHIER","BTHR"
"BUTHION","BTHN"
"BUTHIOT","BTHT"
"BUTHMANN","BTHMNN"
"BUTHOD","BTHD"
"BUTHOD-GARCON","BTHD-GRCN"
"BUTHOD-RUFFIER","BTHD-RFFR"
"BUTHOD-VILLIEN","BTHD-VLLN"
"BUTHON","BTHN"
"BUTI","BT"
"BUTIER","BTR"
"BUTIKOFER","BTKFR"
"BUTILLON","BTLLN"
"BUTIN","BTN"
"BUTKIEWICZ","BTKWCZ"
"BUTKOVIC","BTKVC"
"BUTLER","BTLR"
"BUTLINGAIRE","BTLNGR"
"BUTON","BTN"
"BUTOR","BTR"
